2.176803457868872194e-01,6.337983863451772670e-01,7.994362800606147346e-01,1.479529517957866025e-01,8.167679935253936430e-01,6.294783373518819669e-01,5.496391503890462049e-01,7.314466943176959335e-01,8.277984094630999046e-01,2.703057798527952471e-01,1.790787256820591811e-02,1.533081572108714319e-01,7.622447291705496397e-01,1.516300751006988135e-01,4.899913028971597528e-01,8.359467182231116178e-01,1.605723959775900989e-01,9.087455980012952850e-01,7.289206180950136282e-01,8.364176783304877461e-01
4.959438453698147287e-01,4.425370905955317014e-02,1.669246270238782248e-01,1.758232229062046681e-01,3.856527714699562459e-01,2.845220928040113062e-01,2.554267690399495416e-01,9.831094324492816172e-01,8.268746439339118570e-01,8.403518645216524474e-01,2.687336711110782650e-01,1.419812203256032301e-02,1.409777623189614193e-01,2.312120417938863248e-01,7.212780945702573776e-01,7.253403768653116090e-01,9.251306874663555169e-01,7.276613206469710882e-01,1.643710317366883222e-01,2.936254264406216175e-01
2.341452948304776349e-01,1.671333030369429595e-01,7.973490406893601889e-01,1.251875131188568968e-01,7.357507313418930606e-01,5.239098649019807707e-01,5.356351938328086648e-01,2.495538012426075092e-01,2.312389873085021197e-01,4.606247229852009628e-01,9.178340837216890646e-01,8.339075451529687211e-01,4.043402293797575542e-01,6.229524716468222145e-01,6.503203478014083494e-01,5.739710696396262968e-01,7.701484016970687740e-01,1.985041308933802595e-01,6.598850551458155245e-01,4.503635705031713288e-01
5.638386174880770652e-01,1.530991447357059609e-01,6.645898692387208762e-01,1.022296112007203828e-01,3.751085699352714187e-01,1.645451824722982126e-01,4.957778416546035904e-01,9.197912213553779415e-01,4.469488435907914559e-01,8.091483565723420757e-01,2.766934605105660916e-01,6.752344871302927709e-01,9.641118813321010173e-01,9.887976735167214315e-02,4.521566677112572874e-01,8.388247386067784195e-01,8.658039020024627108e-01,2.330819362936447092e-01,6.652138845706185855e-01,9.826164166427568958e-01
9.800142489493235409e-01,2.399243405900283177e-01,4.814824630760761170e-02,9.675163097043071314e-01,3.290352826537678022e-01,2.464484143228951041e-01,7.428420510164859270e-01,2.882880523794835170e-01,4.068150722070655867e-01,6.641441779540606660e-01,9.092759979542834881e-01,1.617860351270790087e-01,2.257247678670593061e-01,3.187496572221831803e-01,5.570930864192783494e-01,6.269311432936159889e-01,9.179229118724551162e-01,7.548438535802355354e-01,3.195303106048552610e-02,2.561215630512359009e-01
1.264631816933312614e-01,4.251675637172678268e-01,4.061756443134622030e-01,3.920777826611702155e-01,1.153113977295916470e-02,1.232922438122796560e-02,3.445973011816664267e-01,7.265346355720952998e-01,1.779838543400121820e-01,6.850309816155163434e-01,6.725282539869777976e-01,4.855587064600804803e-01,1.100738063150733526e-01,5.059436501579137602e-01,8.486420560926656309e-01,5.910850577055800636e-01,9.320807848963310605e-01,4.758359130456357722e-01,8.866104614415271090e-01,7.852560208539043352e-01
7.018044191528722830e-01,5.979276398628896594e-02,2.416828705404890920e-01,3.574443256021033744e-01,5.398184411543501815e-01,1.165205994635678532e-01,9.100333824913316993e-01,6.555807387937204744e-01,7.025346329510139265e-01,7.191196937956318980e-01,3.390414354204592806e-01,5.135387821086295768e-01,6.061785618563891864e-01,4.368984808336631165e-01,3.732726694692379832e-01,5.145952267997291329e-01,9.186879497933693184e-01,7.842484584035216422e-01,6.246792575636458400e-01,3.888813624464978469e-01
4.957886388702328340e-01,3.127651841004558397e-01,9.082611566766662925e-02,4.070213314284200079e-01,5.988504567119441457e-01,2.650240184431056356e-01,9.440280821128310684e-02,3.407511627410590993e-01,1.036048397548040567e-01,5.490017026519770083e-01,7.840459257332589305e-01,3.686864609627802380e-01,4.653515209397370844e-01,3.087926476880387128e-03,2.864045521750352430e-01,9.424377911782800821e-01,8.768403409961117445e-01,2.271853268469371523e-01,8.693383926268956063e-01,4.106452374329961907e-01
4.121403013746386401e-01,2.564137406902711191e-01,8.001460068259782510e-01,6.460545499280039294e-01,8.988174855725361567e-02,4.120270914774302184e-01,5.161500747489221608e-01,9.496271311450930064e-01,5.893708099967867042e-01,6.768715008849541803e-01,4.494876726836630754e-01,8.926013421255333258e-01,2.137516295470072158e-01,4.737253461067251203e-01,8.854322804435454941e-02,1.734404965805850241e-01,9.427193556710337097e-01,4.259174468748097020e-01,9.385624050723612166e-01,1.819115559268404958e-01
1.968127013624191290e-01,9.996971421733417129e-01,4.653001318910490181e-01,4.071327222810883217e-01,9.485120540517938403e-01,5.236737843811511972e-01,7.823803926172325784e-01,5.740316281193426073e-01,5.005035553186725217e-01,4.720112347001816921e-01,8.055063803482719331e-01,7.913575486992252550e-01,9.891518237569174588e-02,5.204314151169437963e-01,6.105099754157006231e-02,5.061712372384793435e-01,7.434366879820289986e-01,2.014898522061964181e-01,9.348770583176224669e-01,5.871800045399849788e-01
